customer_region,customer_state,customer_city,revenue_items_only,orders_count
sudeste,MG,felisburgo,99.9,1
nordeste,RN,rodolfo fernandes,99.89,2
sudeste,SP,getulina,99.8,2
sul,SC,zortea,99.8,2
sudeste,MG,alexandrita,99.8,1
nordeste,RN,vila flor,99.73,1
nordeste,AL,pilar,99.7,3
norte,TO,pindorama do tocantins,99.66,2
nordeste,CE,palhano,99.0,1
nordeste,BA,conceicao do almeida,99.0,1
nordeste,BA,anguera,99.0,1
nordeste,MA,formosa da serra negra,99.0,1
centro_oeste,DF,sobradinho,99.0,1
sudeste,SP,paulistania,99.0,1
sul,RS,barra do rio azul,99.0,1
nordeste,PB,varzea,98.99,1
centro_oeste,MT,sao felix do araguaia,98.8,1
sul,RS,sao pedro do sul,98.7,1
nordeste,BA,gentio do ouro,98.7,1
sul,RS,barracao,98.49,2
nordeste,CE,jaguaribara,98.0,1
sudeste,MG,vermelho,98.0,1
nordeste,BA,governador mangabeira,98.0,1
nordeste,MA,lago verde,98.0,1
norte,PA,monte alegre,98.0,1
sudeste,SP,aramina,97.9,1
centro_oeste,GO,barro alto,97.9,1
sudeste,RJ,sao jose do ribeirao,97.9,1
nordeste,BA,sitio do quinto,97.89,2
sul,RS,eugenio de castro,97.0,1
centro_oeste,MT,santo antonio do leverger,97.0,1
norte,TO,ananas,96.8,1
sudeste,MG,ingai,96.0,1
sudeste,MG,sao bras do suacui,95.99,2
nordeste,MA,benedito leite,95.9,1
sul,RS,aguas claras,95.8,1
nordeste,CE,meruoca,95.0,2
nordeste,PE,ferreiros,95.0,1
nordeste,MA,sao benedito do rio preto,95.0,1
centro_oeste,MT,ipiranga do norte,95.0,1
centro_oeste,GO,goiandira,94.9,1
sudeste,SP,gaviao peixoto,94.89,2
sudeste,MG,patrocinio do muriae,94.8,2
centro_oeste,MS,caracol,94.0,1
centro_oeste,GO,portelandia,93.99,2
nordeste,MA,boa vista do gurupi,93.89,2
sul,PR,entre rios do oeste,93.89,3
sul,PR,sao carlos do ivai,93.0,1
nordeste,AL,pau d'arco,92.9,1
sudeste,SP,coronel macedo,92.9,2
sudeste,MG,vila pereira,92.8,1
sul,PR,mandirituba,92.65,2
sul,RS,aratiba,92.5,1
norte,AC,epitaciolandia,92.34,1
nordeste,BA,barro alto,91.99,2
sudeste,SP,monte castelo,91.5,1
nordeste,BA,planalto,91.0,1
sul,RS,quevedos,90.9,2
nordeste,PB,manaira,90.0,1
sul,PR,novo itacolomi,90.0,1
nordeste,MA,senador la rocque,90.0,1
sudeste,SP,pontes gestal,89.99,1
nordeste,MA,cajapio,89.99,1
nordeste,PB,brejo dos santos,89.99,1
sudeste,SP,tapinas,89.99,1
sudeste,MG,vitorinos,89.99,1
sul,PR,marilena,89.99,1
sul,PR,paranapoema,89.99,1
sudeste,MG,palmopolis,89.99,1
centro_oeste,MT,conquista d'oeste,89.99,1
norte,TO,peixe,89.99,1
centro_oeste,GO,britania,89.99,1
nordeste,BA,retirolandia,89.9,1
sudeste,ES,vargem grande do soturno,89.9,1
sul,PR,bom sucesso,89.9,1
nordeste,RN,coronel joao pessoa,89.9,1
sudeste,SP,redencao da serra,89.9,1
sudeste,ES,santa leopoldina,89.9,1
nordeste,SE,itabi,89.9,1
sudeste,SP,riversul,89.9,1
sudeste,MG,estrela do sul,89.9,1
nordeste,MA,santa rita,89.9,1
sul,PR,rancho alegre,89.9,1
sul,PR,sao jorge d'oeste,89.9,1
sul,PR,sao jorge do patrocinio,89.9,2
sul,PR,contenda,89.9,1
sul,RS,pedras altas,89.9,1
centro_oeste,GO,jaupaci,89.9,1
sul,PR,guapirama,89.9,1
centro_oeste,MS,coronel sapucaia,89.9,1
sudeste,MG,ilicinea,89.9,1
norte,RO,cujubim,89.9,1
sudeste,MG,braunas,89.9,1
sudeste,ES,atilio vivacqua,89.9,1
sudeste,RJ,penedo,89.9,1
sudeste,MG,lamim,89.9,1
nordeste,AL,coite do noia,89.9,1
centro_oeste,MS,bandeirantes,89.9,1
norte,RR,bonfim,89.9,1
nordeste,PE,machados,89.9,1
sudeste,SP,mogi-mirim,89.8,2
sudeste,SP,macaubal,89.8,1
sudeste,MG,capela nova,89.77,1
sudeste,MG,fonseca,89.65,1
nordeste,AL,atalaia,89.58,1
sul,SC,aguas mornas,89.15,1
sul,RS,vanini,89.0,1
sul,RS,general camara,89.0,1
sudeste,MG,arapua,89.0,1
nordeste,SE,aquidaba,89.0,1
sul,PR,coronel domingos soares,89.0,1
nordeste,PB,lucena,89.0,1
sudeste,MG,taparuba,89.0,1
nordeste,PB,sao francisco,89.0,1
sudeste,MG,antonio pereira,88.99,2
sudeste,SP,sao pedro do turvo,88.9,2
nordeste,MA,alto alegre do maranhao,88.9,1
sudeste,MG,goiana,88.7,3
nordeste,PE,xexeu,87.5,1
nordeste,SE,carmopolis,87.31,2
sudeste,MG,uniao de minas,87.09,3
sul,RS,coqueiro baixo,86.99,2
sul,PR,pato bragado,86.7,2
nordeste,PB,sao mamede,86.0,1
nordeste,BA,varzea nova,86.0,1
nordeste,MA,moncao,85.99,1
norte,AP,vitoria do jari,85.95,1
sudeste,ES,novo brasil,85.9,1
sudeste,MG,bom jesus da penha,85.89,2
sul,PR,vila nova,85.47,2
sudeste,SP,piquerobi,85.0,1
sul,RS,vila nova do sul,84.99,1
nordeste,BA,cotegipe,84.99,1
nordeste,PE,santo antonio das queimadas,84.99,1
nordeste,RN,janduis,84.99,1
nordeste,PB,montadas,84.99,1
nordeste,BA,caturama,84.99,2
sudeste,MG,major porto,84.99,1
nordeste,PI,lagoa do piaui,84.99,1
sudeste,MG,entre folhas,84.99,1
sul,PR,nova esperanca do sudoeste,84.99,1
nordeste,PB,serra branca,84.9,1
sul,PR,perola independente,84.9,1
nordeste,BA,santa brigida,84.9,1
centro_oeste,GO,itaguaru,84.89,2
norte,TO,esperantina,84.44,1
sudeste,MG,guarda-mor,83.9,2
sul,RS,senador salgado filho,83.8,1
centro_oeste,GO,turvania,83.7,2
centro_oeste,GO,ouro verde de goias,82.9,1
centro_oeste,GO,itaguacu,82.89,2
sul,RS,tres forquilhas,82.8,1
centro_oeste,GO,jussara,82.79,3
sudeste,MG,riachinho,82.34,2
sudeste,SP,santa salete,81.99,1
sudeste,SP,candido rodrigues,81.79,4
sul,RS,sinimbu,81.78,2
nordeste,CE,assare,81.0,1
norte,TO,barrolandia,80.99,2
nordeste,BA,piata,80.98,2
sudeste,MG,bias fortes,80.9,2
sudeste,MG,ouro verde de minas,80.79,2
nordeste,MA,sao joao do paraiso,80.04,1
nordeste,PB,assuncao,80.0,1
sul,PR,perobal,80.0,1
nordeste,SE,monte alegre de sergipe,80.0,1
nordeste,RN,frutuoso gomes,79.99,1
sudeste,SP,iaras,79.99,1
sudeste,MG,ewbank da camara,79.99,1
sul,SC,coronel freitas,79.99,1
sul,RS,barao do triunfo,79.99,1
nordeste,PE,cha de alegria,79.99,1
nordeste,SE,nossa senhora de lourdes,79.99,1
sul,RS,monte belo do sul,79.98,1
sudeste,MG,materlandia,79.98,2
sul,PR,campo bonito,79.9,1
nordeste,MA,vargem grande,79.9,1
sul,RS,dezesseis de novembro,79.9,1
nordeste,BA,filadelfia,79.9,1
nordeste,MA,santa luzia do parua,79.9,1
sudeste,MG,campo azul,79.9,1
sudeste,ES,ponto belo,79.9,1
sudeste,SP,ubirajara,79.9,1
nordeste,AL,novo lino,79.9,1
sul,RS,rio dos indios,79.9,1
sudeste,MG,olaria,79.9,1
sul,SC,paraiso,79.9,1
sudeste,ES,paraju,79.9,1
nordeste,BA,andarai,79.9,1
sul,PR,querencia do norte,79.9,1
sul,RS,santana da boa vista,79.89,2
nordeste,BA,elisio medrado,79.82,2
centro_oeste,GO,teresina de goias,79.0,1
centro_oeste,GO,divinopolis de goias,79.0,1
sudeste,RJ,santa rita da floresta,79.0,1
sudeste,SP,rincao,79.0,1
norte,TO,praia norte,79.0,1
nordeste,CE,banabuiu,79.0,1
nordeste,PE,sao joaquim do monte,79.0,1
sul,RS,ipiranga,79.0,1
sudeste,SP,nantes,79.0,1
nordeste,MA,vitoria do mearim,78.9,2
sudeste,MG,sao francisco de paula,78.89,2
sudeste,SP,vargem,78.8,2
nordeste,PE,aracoiaba,78.67,2
norte,PA,aurora do para,78.0,1
sul,SC,monte castelo,78.0,1
nordeste,PI,inhuma,78.0,1
norte,TO,almas,78.0,1
sudeste,MG,santo antonio do aventureiro,77.99,1
sul,RS,sao jose do inhacora,77.99,1
centro_oeste,MT,figueiropolis d'oeste,77.98,2
nordeste,SE,cristinapolis,77.9,1
sudeste,MG,sapucaia,77.9,1
nordeste,BA,paripiranga,77.71,2
sudeste,MG,alagoa,77.68,1
sudeste,MG,juvenilia,77.48,2
sudeste,SP,suzanapolis,76.9,1
sul,RS,augusto pestana,76.88,2
centro_oeste,MS,deodapolis,76.8,2
sudeste,MG,bras pires,76.8,2
nordeste,CE,antonina do norte,76.8,1
sul,PR,engenheiro beltrao,76.8,2
nordeste,SE,campo do brito,76.8,1
sudeste,MG,brasilandia de minas,76.25,1
nordeste,BA,aracatu,75.99,1
nordeste,AL,ibateguara,75.9,2
sul,PR,pirapo,75.27,1
nordeste,PB,jerico,75.0,1
sudeste,SP,nova guataporanga,75.0,1
centro_oeste,MS,jaraguari,75.0,2
sudeste,MG,felixlandia,75.0,1
sudeste,SP,guatapara,75.0,1
sudeste,MG,dom cavati,74.99,1
norte,AC,porto acre,74.9,1
sul,SC,novo horizonte,74.9,1
sudeste,SP,cassia dos coqueiros,74.9,1
sudeste,MG,nacip raydan,74.9,1
sudeste,MG,frei gaspar,74.9,1
sul,RS,lagoa dos tres cantos,74.9,1
sudeste,SP,espigao,74.89,2
nordeste,BA,adustina,74.8,1
sul,PR,alto alegre do iguacu,74.7,2
sul,PR,adrianopolis,73.9,1
sul,RS,santo antonio do palma,73.89,2
nordeste,MA,joselandia,73.35,1
sudeste,MG,monte formoso,72.99,2
sudeste,MG,pedra do indaia,72.99,1
norte,RO,cacaulandia,72.9,1
sul,PR,mato rico,72.9,1
nordeste,CE,itarema,72.9,1
nordeste,PI,avelino lopes,72.89,2
nordeste,BA,arraial d ajuda,72.62,1
sudeste,SP,serra azul,72.5,1
nordeste,BA,salobro,72.2,1
nordeste,MA,matoes,72.0,1
nordeste,BA,piripa,71.99,2
sudeste,SP,termas de ibira,71.9,1
sul,RS,taquarucu do sul,70.0,1
sul,SC,bom retiro,70.0,1
sudeste,SP,cipo-guacu,69.99,1
centro_oeste,MT,itanhanga,69.99,1
nordeste,PB,juripiranga,69.99,1
sudeste,SP,planalto,69.99,1
centro_oeste,MS,anaurilandia,69.99,1
sudeste,MG,ravena,69.99,1
sul,RS,nova padua,69.9,1
sul,RS,piratini,69.9,1
nordeste,BA,boquira,69.9,1
sul,PR,formosa do oeste,69.9,1
sudeste,MG,morro do pilar,69.9,1
sul,PR,florida,69.9,1
sudeste,MG,sao francisco do gloria,69.9,1
sudeste,MG,glaura,69.9,1
sudeste,ES,laranja da terra,69.9,1
sudeste,RJ,macuco,69.9,1
sudeste,MG,itutinga,69.9,1
sudeste,MG,moeda,69.9,1
sul,PR,vila reis,69.9,1
norte,RO,ministro andreazza,69.9,1
sudeste,SP,onda verde,69.81,1
norte,PA,igarape-acu,69.0,1
centro_oeste,MS,anhandui,69.0,1
sudeste,MG,cascalho rico,69.0,1
nordeste,PI,lagoa de sao francisco,68.99,1
sul,RS,guarani das missoes,68.66,2
sul,PR,ilha dos valadares,67.99,1
sudeste,RJ,valao do barro,67.1,1
sul,PR,conselheiro mairinck,67.0,1
sudeste,SP,buritizal,66.99,2
sudeste,MG,rio doce,66.0,1
nordeste,RN,angicos,65.99,1
sudeste,MG,bertopolis,65.9,1
sul,PR,santo inacio,65.9,1
sudeste,MG,capitao eneas,65.6,1
sul,PR,serra dos dourados,65.0,1
nordeste,MA,goncalves dias,65.0,1
nordeste,SE,ribeiropolis,65.0,1
sudeste,SP,paranapua,64.99,2
nordeste,PE,alianca,64.99,1
nordeste,BA,teodoro sampaio,64.9,1
nordeste,PE,itaquitinga,64.89,2
nordeste,AL,matriz de camaragibe,64.0,1
sul,RS,sao jorge,63.99,1
sudeste,RJ,passa tres,63.85,2
sul,PR,guairaca,63.8,1
nordeste,BA,anage,63.8,1
nordeste,AL,agua branca,63.8,1
nordeste,BA,cristopolis,63.41,2
sul,RS,garruchos,62.9,1
centro_oeste,MS,terenos,62.89,1
nordeste,RN,pedro velho,61.99,1
sul,RS,tapera,61.8,1
nordeste,BA,ibipeba,61.7,1
nordeste,BA,muquem do sao francisco,61.32,2
sudeste,SP,pontalinda,60.8,2
sudeste,SP,taiacu,60.5,1
sudeste,SP,guarapua,60.0,1
sudeste,MG,pavao,60.0,1
norte,PA,morada nova,59.99,1
sul,RS,novo machado,59.99,1
nordeste,BA,jandaira,59.99,1
sudeste,MG,camacho,59.99,1
sudeste,SP,sarutaia,59.9,1
sudeste,MG,padre paraiso,59.9,1
sul,PR,sao miguel do cambui,59.9,1
sudeste,MG,pinhotiba,59.9,1
norte,PA,mocajuba,59.9,1
sudeste,MG,mesquita,59.9,1
sudeste,MG,lagoa dos patos,59.9,1
norte,TO,buriti do tocantins,59.9,1
sudeste,SP,oleo,59.9,1
norte,TO,fatima,59.9,1
sudeste,MG,santa rita do itueto,59.9,1
sudeste,SP,palmares paulista,59.9,1
sudeste,MG,sao domingos,59.9,1
sul,RS,cerrito,59.9,1
sudeste,SP,pedranopolis,59.9,1
sudeste,ES,praia grande,59.9,1
sul,RS,rainha do mar,59.9,1
nordeste,RN,messias targino,59.9,1
sudeste,RJ,itacurussa,59.9,1
centro_oeste,MS,brasilandia,59.9,1
sul,RS,porto lucena,59.89,1
sudeste,SP,salmourao,59.88,2
sudeste,MG,sao mateus de minas,59.88,1
sudeste,MG,campo florido,59.8,1
norte,AC,brasileia,59.7,1
sul,RS,jacuizinho,59.54,1
sul,SC,galvao,59.5,1
centro_oeste,MT,novo mundo,59.15,1
nordeste,BA,lamarao,59.0,1
sudeste,MG,queixada,59.0,1
sul,SC,rio rufino,59.0,1
nordeste,CE,lages,59.0,1
sudeste,SP,jamaica,59.0,1
centro_oeste,GO,hidrolandia,58.99,1
nordeste,PB,pilar,58.99,1
sudeste,SP,anhumas,58.99,1
nordeste,CE,croata,58.99,1
sul,PR,nova america da colina,58.99,1
sudeste,MG,paineiras,58.99,1
nordeste,CE,uruburetama,58.99,1
nordeste,BA,cairu,58.99,1
sul,PR,palmeirinha,58.92,2
nordeste,BA,castro alves,58.9,2
sul,PR,porto amazonas,58.79,2
sul,PR,matelandia,57.98,2
norte,AM,itacoatiara,57.98,1
centro_oeste,MS,sonora,57.98,2
sul,PR,barra do jacare,57.9,1
sudeste,MG,dores de guanhaes,57.9,1
sudeste,RJ,bacaxa,57.9,1
nordeste,BA,caem,57.9,1
sudeste,MG,rubelita,57.89,1
sul,PR,alto paraiso,56.99,1
nordeste,BA,condeuba,56.99,1
sul,RS,itaara,56.99,1
sudeste,RJ,piao,56.99,1
nordeste,BA,varzea do poco,56.99,1
sul,PR,santa cecilia do pavao,56.99,1
sudeste,SP,iacri,56.98,2
sul,PR,inaja,56.9,2
sudeste,ES,sao joao do sobrado,55.92,1
nordeste,BA,dom macedo costa,55.9,1
sudeste,MG,berilo,55.9,1
sudeste,MG,jaguaracu,55.9,1
norte,TO,arapoema,55.9,1
nordeste,BA,itamira,55.9,2
sul,PR,campo do tenente,55.9,1
sudeste,SP,itaoca,55.8,1
nordeste,CE,taperuaba,55.49,1
sudeste,SP,balbinos,55.32,1
sul,RS,novo cabrais,55.0,1
sudeste,MG,tocos do moji,55.0,1
centro_oeste,MS,porto murtinho,55.0,1
nordeste,BA,salinas da margarida,55.0,1
sudeste,MG,canaa,54.99,1
nordeste,BA,amargosa,54.99,1
sudeste,SP,pereiras,54.99,1
sul,PR,alto sao joao,54.99,1
nordeste,CE,itapiuna,54.98,2
nordeste,BA,carnaiba do sertao,54.98,1
sul,RS,pouso novo,54.9,1
sul,RS,sete de setembro,54.9,1
nordeste,PB,prata,54.9,1
nordeste,PB,santo andre,54.9,1
sul,SC,guaraciaba,54.9,1
sul,PR,nossa senhora das gracas,54.8,2
sudeste,MG,monsenhor paulo,53.99,1
nordeste,BA,sento se,53.99,1
sudeste,MG,cajuri,53.9,1
centro_oeste,MS,angelica,53.9,1
sul,SC,lebon regis,53.9,1
sul,PR,santana do itarare,53.9,1
centro_oeste,GO,brazabrantes,53.5,2
sul,SC,presidente nereu,52.99,1
sul,RS,cerro grande,52.9,1
sul,RS,gramado xavier,52.9,1
sul,RS,nova boa vista,52.9,1
nordeste,BA,ibirataia,52.8,2
sudeste,MG,sao thome das letras,52.8,2
sudeste,MG,sao benedito,52.64,1
sudeste,SP,piacatu,51.19,1
centro_oeste,GO,nova america,51.0,1
sudeste,ES,pacotuba,50.9,1
nordeste,RN,vicosa,50.9,1
nordeste,PB,pedra lavrada,50.0,1
sul,RS,padre gonzales,50.0,1
nordeste,BA,cocos,49.99,1
centro_oeste,GO,mossamedes,49.99,1
centro_oeste,GO,nova roma,49.99,1
sudeste,MG,pratapolis,49.99,1
sudeste,SP,bandeirantes d'oeste,49.99,1
sudeste,MG,serra do salitre,49.99,1
sudeste,MG,amparo da serra,49.95,1
sul,RS,almirante tamandare do sul,49.9,1
sul,SC,santa terezinha,49.9,1
nordeste,RN,pedra preta,49.9,1
sul,SC,calmon,49.9,1
sul,PR,guaraquecaba,49.9,1
sudeste,MG,miradouro,49.9,1
sudeste,RJ,pureza,49.9,1
sudeste,ES,quilometro 14 do mutum,49.9,1
sudeste,MG,santana de pirapama,49.9,1
sul,RS,pinto bandeira,49.9,1
sul,SC,agrolandia,49.9,1
centro_oeste,DF,ceilandia,49.9,1
sudeste,SP,palmeira d oeste,49.9,1
sul,RS,selbach,49.9,1
nordeste,AL,maribondo,49.9,1
nordeste,MA,santa quiteria do maranhao,49.9,1
sudeste,MG,patis,49.9,1
nordeste,BA,chorrocho,49.9,1
sul,PR,santa margarida,49.9,1
norte,PA,juruti,49.9,1
sul,SC,rio dos cedros,49.9,1
sudeste,MG,caparao,49.9,1
nordeste,AL,murici,49.9,1
sul,PR,bocaiuva do sul,49.89,2
sudeste,SP,corumbatai,49.59,2
sul,PR,doce grande,49.49,1
sul,RS,jacutinga,49.39,1
centro_oeste,MT,sao jose do xingu,49.3,1
sudeste,MG,baguari,49.0,1
nordeste,PE,tamandare,49.0,1
sul,PR,foz do jordao,49.0,1
sul,SC,iomere,49.0,1
nordeste,BA,mansidao,49.0,1
nordeste,MA,bela vista do maranhao,49.0,1
sudeste,SP,elisiario,49.0,1
sul,PR,vitorino,49.0,1
norte,PA,jacareacanga,49.0,1
sudeste,ES,araguaia,49.0,1
sudeste,SP,tuiuti,49.0,1
sul,PR,santa lucia,48.9,1
nordeste,RN,bodo,48.9,1
norte,PA,pau d'arco,48.9,1
sul,RS,nova brescia,48.9,1
sudeste,MG,itaguara,48.89,2
sul,RS,machadinho,48.0,1
nordeste,SE,indiaroba,48.0,1
centro_oeste,MS,ribas do rio pardo,47.9,1
nordeste,PB,jacarau,47.81,1
sudeste,SP,populina,47.6,1
sul,RS,tiradentes do sul,46.86,1
nordeste,MA,humberto de campos,45.9,1
nordeste,CE,amontada,45.9,1
centro_oeste,GO,crominia,45.9,1
centro_oeste,MS,gloria de dourados,45.8,1
sudeste,SP,queiroz,45.0,1
nordeste,BA,ibiajara,45.0,1
nordeste,BA,dias d avila,45.0,1
sul,PR,sao sebastiao da amoreira,45.0,1
nordeste,BA,ribeira do amparo,45.0,1
nordeste,RN,antonio martins,45.0,1
nordeste,PB,pedra branca,44.99,1
nordeste,CE,tabuleiro do norte,44.99,1
sul,PR,fenix,44.99,1
sul,RS,pontao,44.9,1
nordeste,BA,apora,44.9,1
nordeste,BA,baixa grande,44.0,1
sudeste,MG,ubai,43.5,1
sul,PR,candoi,43.0,1
sudeste,SP,agisse,43.0,1
nordeste,AL,traipu,42.99,1
nordeste,BA,guaratinga,42.99,2
sudeste,MG,cedro do abaete,42.99,1
norte,RO,castanheiras,42.9,1
nordeste,RN,agua nova,42.0,1
nordeste,BA,aribice,42.0,1
centro_oeste,MT,nobres,41.99,1
nordeste,AL,passo de camaragibe,41.98,1
sudeste,SP,florinia,41.5,1
sudeste,MG,ponto dos volantes,41.4,2
sul,RS,mampituba,40.95,1
sul,PR,juranda,40.9,2
nordeste,MA,maranhaozinho,40.9,1
nordeste,PE,siriji,39.99,1
sudeste,MG,conceicao da ibitipoca,39.99,1
nordeste,RN,vera cruz,39.99,1
nordeste,PE,terezinha,39.99,1
nordeste,PE,sao benedito do sul,39.99,1
nordeste,BA,igapora,39.99,1
sul,SC,ponte alta do norte,39.99,1
nordeste,BA,capela do alto alegre,39.99,1
nordeste,SE,riachuelo,39.97,1
nordeste,PE,cupira,39.9,1
sul,RS,itatiba do sul,39.9,1
nordeste,AL,girau do ponciano,39.9,1
nordeste,BA,itaju do colonia,39.9,1
sudeste,MG,natercia,39.9,1
sul,RS,alegria,39.9,1
norte,RO,mutum parana,39.9,1
nordeste,BA,varzedo,39.9,1
sudeste,MG,desterro de entre rios,39.9,1
nordeste,PB,mae d'agua,39.89,1
sul,PR,campo magro,39.8,1
centro_oeste,GO,formoso,39.0,1
sudeste,MG,coimbra,38.9,1
sudeste,MG,santa maria do salto,38.0,1
sudeste,MG,acucena,38.0,1
nordeste,BA,belmonte,37.99,1
nordeste,MA,passagem franca,37.98,1
sudeste,MG,joaima,37.9,1
sul,RS,unistalda,37.9,1
nordeste,CE,pindoretama,37.55,1
nordeste,BA,jussiape,37.0,1
nordeste,PI,alvorada do gurgueia,37.0,1
centro_oeste,MS,inocencia,36.9,1
centro_oeste,MS,sanga puita,36.9,1
nordeste,BA,santana do sobrado,36.9,1
nordeste,CE,pedra branca,36.89,2
nordeste,CE,lagoa do mato,35.99,1
sudeste,MG,virginia,35.9,1
sul,PR,boa esperanca do iguacu,35.9,1
sudeste,MG,divino das laranjeiras,35.9,1
nordeste,RN,florania,35.5,1
sudeste,MG,miravania,35.0,1
nordeste,PB,sao bentinho,35.0,1
nordeste,CE,capistrano,35.0,1
nordeste,MA,peri mirim,34.99,1
centro_oeste,MS,paraiso das aguas,34.99,1
sul,PR,sao jorge do oeste,34.9,1
nordeste,PB,teixeira,34.9,1
nordeste,BA,antonio goncalves,34.9,1
sudeste,SP,gabriel monteiro,34.9,1
sudeste,MG,martinesia,34.89,1
sudeste,SP,parisi,34.49,1
sul,SC,arvoredo,34.3,1
sudeste,RJ,jaguarembe,33.99,1
sudeste,MG,vermelho novo,33.87,1
sul,RS,vitoria das missoes,33.8,1
centro_oeste,GO,damianopolis,33.64,2
sul,RS,guabiju,33.6,1
nordeste,CE,itaicaba,32.99,1
sul,RS,colinas,32.99,1
centro_oeste,MS,prudencio thomaz,32.99,1
centro_oeste,GO,morro agudo de goias,32.9,1
norte,PA,santo antonio do taua,32.9,1
nordeste,AL,cacimbinhas,32.5,1
sul,RS,picada cafe,32.0,1
sudeste,RJ,jamapara,32.0,1
sudeste,RJ,bemposta,32.0,1
sudeste,MG,morro vermelho,31.9,1
nordeste,MA,sao francisco do brejao,31.9,1
norte,PA,ourem,31.9,1
sul,PR,alexandra,31.9,1
sul,RS,barao,31.9,1
nordeste,BA,cabaceiras do paraguacu,31.9,1
sul,SC,santa cruz do timbo,30.99,1
nordeste,RN,lagoa salgada,30.24,1
sul,SC,dona emma,30.21,1
sudeste,MG,santa rita de jacutinga,29.99,1
centro_oeste,MT,vila bela da santissima trindade,29.99,1
nordeste,PI,angical do piaui,29.99,1
centro_oeste,GO,buriti alegre,29.99,1
sudeste,MG,centralina,29.99,1
nordeste,CE,coreau,29.99,1
norte,AP,porto grande,29.99,1
nordeste,MA,arame,29.99,1
centro_oeste,MS,guia lopes da laguna,29.99,1
nordeste,BA,gongogi,29.99,1
nordeste,BA,igrapiuna,29.99,1
sudeste,MG,senhora dos remedios,29.99,1
sul,RS,segredo,29.94,1
sudeste,MG,pescador,29.9,1
sudeste,MG,antonio carlos,29.9,1
sul,RS,marques de souza,29.9,1
sul,PR,sulina,29.9,1
norte,TO,nova olinda,29.9,1
centro_oeste,MT,ribeirao cascalheira,29.9,1
nordeste,AL,sao bras,29.9,1
nordeste,PE,jurema,29.5,1
sul,RS,monte bonito,29.5,1
sul,PR,jussara,29.49,1
nordeste,BA,pirai do norte,29.49,1
nordeste,PI,caxingo,29.0,1
sudeste,SP,boraceia,29.0,1
norte,TO,combinado,29.0,1
sudeste,SP,fernao,29.0,1
sul,PR,rosario do ivai,29.0,1
sul,RS,paraiso do sul,28.99,1
nordeste,CE,ibicuitinga,28.99,1
sul,PR,vitoria,28.99,1
sudeste,MG,indianopolis,28.99,1
centro_oeste,MT,apiacas,28.99,1
sudeste,RJ,corrego do ouro,28.9,1
sudeste,RJ,vargem alegre,28.9,1
sudeste,MG,silveira carvalho,28.9,1
nordeste,BA,acajutiba,28.89,1
sudeste,RJ,barao de juparana,28.49,1
nordeste,MA,rosario,28.12,1
sudeste,SP,turmalina,28.0,1
sul,PR,laranjal,27.99,1
norte,PA,igarape-miri,27.99,1
sul,RS,boa vista do sul,27.99,1
centro_oeste,GO,novo planalto,27.99,1
sudeste,ES,sao joao de petropolis,27.99,1
nordeste,RN,sao tome,27.99,1
nordeste,BA,sao felix,27.9,1
sul,PR,icaraima,27.9,1
sul,PR,corumbatai do sul,27.49,1
sudeste,ES,ibiracu,27.3,1
centro_oeste,GO,turvelandia,27.3,1
norte,PA,ulianopolis,27.3,1
nordeste,RN,sao joao do sabugi,26.9,1
nordeste,MA,bom jardim,25.9,1
centro_oeste,MS,eldorado,25.9,1
sul,RS,coqueiros do sul,25.73,1
sudeste,MG,corrego danta,25.4,1
sudeste,ES,angelo frechiani,25.32,1
centro_oeste,MT,nova guarita,25.0,1
sudeste,MG,guinda,25.0,1
sudeste,MG,santana do capivari,25.0,1
sul,SC,leoberto leal,24.99,1
sul,SC,uniao do oeste,24.99,1
norte,PA,tome-acu,24.99,1
nordeste,MA,sitio novo,24.99,1
centro_oeste,GO,flores de goias,24.99,1
nordeste,PI,sebastiao leal,24.99,1
sudeste,MG,desterro do melo,24.9,1
nordeste,PI,rio grande do piaui,24.9,1
sudeste,MG,sobralia,24.9,1
sudeste,MG,delfim moreira,24.9,1
nordeste,BA,satiro dias,24.5,1
centro_oeste,GO,mutunopolis,24.41,1
nordeste,PE,vertentes,23.99,1
nordeste,SE,malhador,23.99,1
sudeste,SP,nova independencia,23.9,1
norte,TO,novo jardim,23.9,1
nordeste,RN,jardim de piranhas,23.9,1
nordeste,AL,santa luzia do norte,23.8,1
sudeste,RJ,sao sebastiao de campos,23.8,1
nordeste,BA,ipecaeta,23.4,1
sudeste,MG,pedra menina,23.4,1
nordeste,BA,monte santo,23.21,1
centro_oeste,GO,jandaia,23.2,1
sudeste,RJ,cambiasca,22.99,1
sudeste,SP,nova luzitania,22.9,1
sul,RS,serio,22.9,1
sul,RS,pareci novo,22.0,1
sul,RS,vista alegre,22.0,1
sul,RS,vale do sol,21.99,1
nordeste,AL,vicosa,21.9,1
sul,RS,sertao santana,20.9,1
nordeste,PI,francisco santos,20.9,1
norte,TO,pium,20.0,1
nordeste,SE,sao miguel do aleixo,20.0,1
sul,PR,barracao,19.99,1
nordeste,RN,monte alegre,19.99,1
centro_oeste,GO,jardim abc de goias,19.99,1
sudeste,MG,cuite velho,19.99,1
sudeste,SP,aparecida d'oeste,19.9,1
nordeste,SE,santo amaro das brotas,19.9,1
sul,RS,faxinalzinho,19.9,1
nordeste,BA,nova redencao,19.9,1
sul,SC,presidente castello branco,19.9,1
nordeste,BA,joao dourado,19.9,1
