customer_region,customer_state,customer_city,revenue_items_only,orders_count
sudeste,SP,sao paulo,1916401.34,15405
sudeste,RJ,rio de janeiro,991171.46,6828
sudeste,MG,belo horizonte,356011.55,2753
centro_oeste,DF,brasilia,301279.96,2114
sul,PR,curitiba,211437.98,1509
sul,RS,porto alegre,190562.08,1372
sudeste,SP,campinas,187963.63,1429
nordeste,BA,salvador,181013.42,1238
sudeste,SP,guarulhos,144123.39,1177
sudeste,RJ,niteroi,118225.6,848
centro_oeste,GO,goiania,106431.17,689
sudeste,SP,sao bernardo do campo,104540.99,928
sudeste,SP,santos,98480.6,704
nordeste,CE,fortaleza,97768.16,649
sudeste,SP,santo andre,92028.6,792
nordeste,PE,recife,89149.13,608
sul,SC,florianopolis,85344.19,564
sudeste,SP,osasco,82034.96,740
sudeste,SP,jundiai,81408.67,563
norte,PA,belem,80078.49,441
sudeste,SP,sao jose dos campos,78605.47,685
sudeste,SP,sorocaba,76345.76,623
sudeste,SP,ribeirao preto,65687.11,508
sudeste,MG,juiz de fora,65359.77,427
sudeste,RJ,nova iguacu,60089.1,438
centro_oeste,MS,campo grande,57121.67,315
nordeste,PB,joao pessoa,53414.8,255
sudeste,ES,vitoria,53160.79,377
sudeste,RJ,sao goncalo,52399.94,405
sudeste,SP,piracicaba,52307.98,366
sudeste,SP,mogi das cruzes,52009.87,379
sudeste,SP,barueri,51678.25,430
nordeste,MA,sao luis,50706.91,346
nordeste,PI,teresina,49967.43,280
sudeste,MG,contagem,49542.22,423
sudeste,MG,uberlandia,48447.98,371
sudeste,ES,vila velha,48285.18,333
sudeste,SP,sao jose do rio preto,47212.25,333
sul,PR,londrina,46390.26,302
nordeste,AL,maceio,45427.48,247
sudeste,SP,maua,43864.96,320
sudeste,SP,bauru,39462.26,270
sudeste,SP,praia grande,39392.27,309
centro_oeste,MT,cuiaba,39171.17,248
sul,RS,caxias do sul,38480.07,224
sul,PR,maringa,38007.19,269
sudeste,SP,indaiatuba,37334.1,278
nordeste,SE,aracaju,36570.81,220
sudeste,ES,serra,36357.33,285
sudeste,SP,taboao da serra,35849.16,291
nordeste,RN,natal,35729.67,204
sudeste,MG,divinopolis,35301.77,135
sudeste,RJ,campos dos goytacazes,34843.36,239
sul,SC,joinville,34772.57,263
sudeste,RJ,duque de caxias,34345.66,264
sudeste,SP,marilia,33904.28,196
sudeste,RJ,volta redonda,33354.0,228
sudeste,RJ,petropolis,33208.11,237
sudeste,SP,sao caetano do sul,32402.6,274
sudeste,SP,carapicuiba,32235.88,325
sul,RS,santa maria,31935.71,195
sudeste,RJ,macae,31337.8,237
sudeste,SP,cotia,30721.63,245
sudeste,MG,betim,30041.31,202
sudeste,SP,guaruja,29896.66,226
sudeste,SP,sao carlos,29743.95,233
sudeste,SP,taubate,29724.56,267
sudeste,SP,diadema,29362.07,283
sudeste,MG,uberaba,28690.9,189
sudeste,RJ,nova friburgo,28024.89,150
nordeste,BA,feira de santana,27652.19,185
sul,RS,canoas,26835.25,210
sudeste,MG,montes claros,26690.89,211
sudeste,SP,presidente prudente,26196.13,160
sudeste,SP,suzano,25241.77,233
sudeste,SP,americana,25111.37,222
sul,SC,blumenau,24755.36,187
sul,PR,cascavel,23805.62,149
sudeste,SP,limeira,23083.89,189
sudeste,SP,santana de parnaiba,22915.05,182
sudeste,SP,valinhos,22546.55,183
sul,RS,pelotas,22387.13,184
sudeste,MG,ipatinga,21957.22,171
norte,RO,porto velho,21858.63,108
sudeste,SP,franca,21757.23,157
sudeste,SP,sumare,21487.92,181
nordeste,PE,jaboatao dos guararapes,21405.16,135
sudeste,MG,pouso alegre,21372.21,131
sudeste,SP,sao vicente,21029.69,162
sudeste,SP,atibaia,20913.21,157
sudeste,MG,nova lima,20846.53,97
sudeste,SP,embu das artes,20727.72,164
norte,AM,manaus,20652.56,139
sudeste,SP,araraquara,20352.07,154
sul,SC,sao jose,20320.56,167
sudeste,RJ,rio das ostras,20268.71,136
sudeste,SP,rio claro,20124.58,152
sudeste,SP,braganca paulista,20043.74,142
sudeste,RJ,barra mansa,19997.21,120
sul,RS,novo hamburgo,19847.08,122
sudeste,MG,governador valadares,19686.45,140
sudeste,SP,itaquaquecetuba,19529.34,173
sul,SC,itajai,19348.57,120
sul,PR,ponta grossa,19247.38,143
sul,RS,gravatai,19110.02,112
sudeste,RJ,angra dos reis,18684.04,84
sudeste,RJ,sao joao de meriti,18666.34,131
sudeste,SP,jacarei,18479.13,193
sudeste,SP,itapevi,18348.91,170
norte,PA,ananindeua,18075.24,88
norte,TO,palmas,17821.1,90
sudeste,ES,cariacica,17634.48,139
nordeste,PB,campina grande,17580.43,69
sudeste,RJ,teresopolis,17455.19,120
sudeste,MG,sete lagoas,17308.35,127
sudeste,RJ,araruama,17199.19,77
sudeste,MG,pocos de caldas,17190.35,119
sudeste,RJ,cabo frio,17182.67,116
centro_oeste,GO,anapolis,17179.78,112
sudeste,SP,botucatu,17179.5,101
sul,SC,balneario camboriu,16958.38,100
sudeste,MG,patos de minas,16791.97,100
sudeste,SP,paulinia,16658.69,129
sudeste,SP,aracatuba,16633.1,138
sudeste,SP,hortolandia,16523.21,145
sul,RS,rio grande,16516.78,124
nordeste,BA,vitoria da conquista,16497.2,90
sudeste,MG,vicosa,16373.85,88
sudeste,RJ,mage,16186.65,111
sudeste,ES,cachoeiro de itapemirim,15871.63,121
sudeste,SP,ferraz de vasconcelos,15792.78,112
sudeste,RJ,marica,15691.86,138
sul,SC,criciuma,15601.98,93
sul,SC,chapeco,15322.25,103
sul,RS,passo fundo,15282.21,114
sul,PR,sao jose dos pinhais,15124.05,131
centro_oeste,GO,aparecida de goiania,15119.35,111
sudeste,SP,guaratingueta,14661.22,95
sudeste,SP,birigui,14611.34,78
nordeste,PE,petrolina,14313.0,65
sudeste,MG,varginha,14123.0,88
sudeste,MG,itajuba,13955.8,93
sudeste,RJ,belford roxo,13932.95,111
norte,AC,rio branco,13904.32,70
sudeste,RJ,nilopolis,13718.18,107
sudeste,RJ,resende,13545.25,117
sudeste,SP,caraguatatuba,13536.86,88
sudeste,SP,caieiras,13486.52,99
sudeste,SP,araras,13327.37,94
sudeste,MG,lavras,13297.75,83
nordeste,PE,olinda,13149.78,93
sudeste,MG,araxa,13136.21,76
sudeste,SP,santa barbara d'oeste,13072.08,118
sudeste,SP,pindamonhangaba,13070.16,101
sul,SC,jaragua do sul,12966.56,89
nordeste,BA,porto seguro,12890.09,40
sudeste,MG,ribeirao das neves,12674.44,99
sudeste,SP,itu,12602.13,135
sudeste,SP,ourinhos,12543.03,77
sudeste,SP,mogi-guacu,12453.82,91
sudeste,MG,barbacena,12296.61,80
centro_oeste,MT,rondonopolis,12243.04,65
sudeste,SP,itapetininga,12232.88,77
sudeste,SP,assis,12199.23,84
sudeste,SP,itatiba,12114.21,98
sudeste,ES,linhares,12101.51,64
sudeste,SP,sao joao da boa vista,11786.81,81
sudeste,SP,amparo,11751.58,66
sul,PR,foz do iguacu,11586.38,87
sudeste,SP,tatui,11466.03,74
norte,AP,macapa,11451.92,54
sul,SC,palhoca,11440.12,94
sudeste,MG,santa luzia,11397.46,90
nordeste,CE,sobral,11368.84,35
sul,SC,lages,11281.11,83
nordeste,BA,barreiras,11043.93,52
sul,RS,sao leopoldo,11035.67,103
sudeste,MG,muriae,11015.42,64
sudeste,SP,votorantim,10901.22,85
sudeste,MG,araguari,10869.52,54
sudeste,SP,varzea paulista,10780.18,78
sudeste,SP,salto,10709.39,94
sul,SC,gaspar,10643.04,30
sul,SC,tubarao,10606.13,60
sudeste,MG,itabira,10544.49,79
sudeste,ES,guarapari,10544.41,67
sudeste,SP,itanhaem,10506.24,79
sul,RS,santa cruz do sul,10360.88,62
sudeste,SP,cajamar,10252.27,99
sudeste,SP,cacapava,10160.07,74
sudeste,SP,ribeirao pires,10149.63,107
sudeste,SP,franco da rocha,10122.2,109
sudeste,SP,catanduva,10107.93,74
sul,PR,toledo,10053.64,70
centro_oeste,GO,jatai,10040.37,54
sudeste,SP,sao roque,9602.33,78
sudeste,MG,caratinga,9540.11,61
sudeste,SP,bertioga,9520.55,48
sudeste,SP,barretos,9500.97,73
sudeste,MG,conselheiro lafaiete,9473.27,85
sudeste,SP,jau,9460.56,73
centro_oeste,GO,rio verde,9450.0,64
sul,RS,bage,9435.64,63
nordeste,PE,caruaru,9366.69,63
sudeste,SP,poa,9343.45,85
sudeste,SP,francisco morato,9305.41,97
sul,PR,paranagua,9244.45,60
sudeste,SP,lins,9189.96,55
sudeste,SP,vinhedo,9152.87,94
sudeste,RJ,mesquita,9132.02,75
sul,RS,cachoeirinha,9098.25,71
sudeste,SP,mairipora,9087.38,75
sul,PR,pato branco,9047.64,53
sudeste,SP,mogi mirim,9010.97,76
nordeste,BA,lauro de freitas,8954.88,75
sul,PR,pinhais,8941.8,68
centro_oeste,MS,dourados,8907.7,64
nordeste,BA,ilheus,8906.74,72
sudeste,SP,ubatuba,8900.83,76
sudeste,SP,sao sebastiao,8880.36,59
sudeste,SP,itapecerica da serra,8738.78,98
nordeste,AL,arapiraca,8728.71,29
sul,PR,guarapuava,8625.45,64
sudeste,SP,jaguariuna,8562.27,62
sudeste,SP,pirassununga,8550.33,69
nordeste,BA,itabuna,8523.72,61
sudeste,MG,manhuacu,8510.0,64
sudeste,MG,paracatu,8430.41,63
sul,SC,brusque,8421.55,60
sudeste,MG,lagoa santa,8400.97,59
sudeste,SP,avare,8382.97,63
sudeste,SP,votuporanga,8372.9,63
nordeste,BA,luis eduardo magalhaes,8343.87,36
sudeste,MG,sao joao del rei,8297.97,67
sudeste,SP,jandira,8260.47,84
norte,TO,araguaina,8203.54,41
sudeste,SP,leme,8152.92,50
sul,SC,videira,8107.6,47
sul,RS,lajeado,8068.41,50
sudeste,SP,lorena,7965.02,83
sudeste,MG,itauna,7942.95,57
sudeste,MG,nova serrana,7856.26,51
sudeste,MG,teofilo otoni,7744.23,75
norte,RR,boa vista,7739.53,45
nordeste,RN,parnamirim,7718.37,60
nordeste,BA,juazeiro,7677.28,44
sudeste,SP,aruja,7614.78,69
sudeste,MG,timoteo,7598.82,52
sul,PR,colombo,7531.9,61
sudeste,SP,itapira,7519.54,54
sul,PR,francisco beltrao,7491.38,52
sudeste,SP,fernandopolis,7445.06,53
centro_oeste,MS,tres lagoas,7431.32,42
sudeste,SP,boituva,7412.05,49
sudeste,MG,ibirite,7410.68,50
nordeste,BA,camacari,7294.22,61
sul,PR,apucarana,7283.7,52
sul,PR,campo mourao,7259.52,56
sul,PR,paranavai,7228.95,46
sudeste,RJ,tres rios,7227.52,39
sudeste,SP,matao,7207.71,52
nordeste,MA,imperatriz,7171.38,40
sudeste,MG,para de minas,7162.08,37
sudeste,RJ,itaborai,7134.27,60
sudeste,RJ,itaperuna,7118.56,48
sudeste,MG,ponte nova,7106.89,40
nordeste,BA,jacobina,7079.66,24
centro_oeste,MT,varzea grande,7043.05,41
nordeste,BA,eunapolis,7034.7,39
sudeste,SP,cubatao,6996.03,79
sudeste,MG,joao monlevade,6959.85,51
sudeste,ES,colatina,6925.51,65
sudeste,SP,sertaozinho,6884.13,62
sudeste,MG,ouro preto,6861.56,56
sul,RS,bento goncalves,6857.56,56
sudeste,MG,unai,6825.39,54
sudeste,MG,patrocinio,6817.53,46
sudeste,MG,pirapora,6803.07,42
sudeste,SP,andradina,6794.42,43
sudeste,SP,cosmopolis,6747.8,52
sudeste,SP,lencois paulista,6720.22,43
sudeste,SP,jaboticabal,6706.02,54
sudeste,SP,peruibe,6681.02,44
sul,RS,viamao,6655.1,73
sul,PR,arapongas,6617.96,34
sudeste,RJ,paracambi,6571.96,35
sudeste,ES,sao mateus,6569.97,47
sul,RS,esteio,6521.86,41
nordeste,BA,paulo afonso,6492.59,39
sudeste,SP,tupa,6483.03,52
sul,RS,erechim,6478.28,58
centro_oeste,MT,sinop,6474.65,44
sudeste,RJ,itaguai,6417.74,48
nordeste,BA,valenca,6373.59,35
nordeste,CE,juazeiro do norte,6309.78,33
sudeste,SP,mococa,6295.97,34
sudeste,SP,registro,6288.47,46
sul,RS,cachoeira do sul,6288.32,32
sudeste,SP,itapeva,6270.23,51
sul,SC,navegantes,6260.17,29
sul,RS,osorio,6251.24,35
nordeste,BA,alagoinhas,6249.23,40
sudeste,SP,embu-guacu,6244.68,46
centro_oeste,MT,primavera do leste,6232.81,28
sul,RS,alvorada,6207.73,50
sudeste,MG,uba,6184.76,52
sudeste,MG,vespasiano,6172.59,43
sul,SC,sao miguel do oeste,6155.72,40
sul,SC,itapema,6109.87,44
sudeste,SP,cruzeiro,6109.5,56
sudeste,MG,guaxupe,6081.17,37
sul,PR,rolandia,6061.03,27
sul,SC,concordia,6052.39,51
sudeste,SP,artur nogueira,6029.68,41
sudeste,RJ,queimados,6001.76,53
sul,SC,taio,5965.23,15
sudeste,SP,vargem grande paulista,5913.45,45
sudeste,SP,olimpia,5862.54,37
nordeste,CE,caucaia,5856.66,35
sudeste,SP,mirassol,5850.89,29
centro_oeste,MT,lucas do rio verde,5807.76,24
sul,PR,umuarama,5770.52,40
nordeste,PE,paulista,5736.77,41
sul,RS,sapucaia do sul,5683.84,40
sul,RS,guaiba,5616.51,32
sul,RS,ijui,5584.45,52
sudeste,SP,batatais,5574.8,28
sudeste,MG,ituiutaba,5547.87,55
sudeste,RJ,barra do pirai,5543.41,54
sudeste,MG,curvelo,5541.0,43
centro_oeste,GO,catalao,5454.03,34
centro_oeste,GO,valparaiso de goias,5437.85,37
sul,RS,santo angelo,5433.26,46
sudeste,SP,adamantina,5425.97,36
sudeste,SP,mongagua,5407.43,43
sudeste,MG,arcos,5391.73,25
norte,PA,santarem,5387.66,44
sudeste,SP,itupeva,5355.51,44
sudeste,MG,alfenas,5350.32,43
nordeste,CE,maracanau,5342.73,34
sudeste,RJ,santo antonio de padua,5330.88,31
centro_oeste,GO,caldas novas,5301.63,36
centro_oeste,GO,formosa,5282.15,34
nordeste,MA,balsas,5274.43,17
sudeste,RJ,arraial do cabo,5237.89,29
norte,TO,gurupi,5229.29,24
norte,PA,altamira,5168.15,25
centro_oeste,GO,itumbiara,5156.12,36
sudeste,MG,santa barbara,5118.21,26
sudeste,SP,sao jose do rio pardo,5106.24,44
sul,RS,santo antonio da patrulha,5100.08,17
norte,PA,tucurui,5096.7,17
sul,PR,araucaria,5086.1,54
sul,PR,uniao da vitoria,5081.93,29
sudeste,MG,itabirito,5078.13,29
sudeste,MG,salinas,5065.77,23
sudeste,MG,pedro leopoldo,5057.01,40
sul,PR,mandaguari,5039.15,18
sudeste,SP,santo antonio de posse,5027.89,20
sudeste,SP,campo limpo paulista,5013.34,48
sudeste,SP,bebedouro,4992.89,51
sudeste,MG,bom jesus do galho,4985.19,5
centro_oeste,MT,campo novo do parecis,4970.79,16
sudeste,SP,piraju,4954.98,18
sul,RS,montenegro,4910.6,32
sudeste,SP,capivari,4892.96,35
sudeste,SP,tremembe,4876.03,38
nordeste,RN,mossoro,4875.46,36
sul,SC,sao bento do sul,4869.9,44
sul,PR,cianorte,4863.67,39
sudeste,RJ,armacao dos buzios,4836.4,29
sudeste,MG,sao sebastiao do paraiso,4826.04,36
sul,SC,rio do sul,4777.85,35
sudeste,SP,louveira,4777.82,44
sudeste,SP,penapolis,4776.58,37
centro_oeste,GO,luziania,4761.46,33
centro_oeste,MT,caceres,4750.19,25
sul,SC,joacaba,4721.0,26
centro_oeste,MS,corumba,4700.17,27
centro_oeste,MT,juina,4695.32,17
sul,PR,telemaco borba,4693.49,34
sul,RS,capao da canoa,4692.09,38
nordeste,BA,jequie,4687.84,34
sudeste,MG,bom despacho,4680.53,38
sudeste,RJ,saquarema,4673.05,46
sudeste,RJ,sao pedro da aldeia,4672.43,46
sul,PR,fazenda rio grande,4655.49,29
sul,RS,uruguaiana,4653.96,48
nordeste,BA,simoes filho,4632.48,20
sudeste,SP,taquaritinga,4604.03,33
sudeste,MG,carangola,4592.0,27
nordeste,BA,guanambi,4589.57,37
sudeste,MG,cataguases,4584.86,33
sul,SC,canoinhas,4583.01,27
sul,SC,cacador,4569.38,40
sudeste,SP,monte mor,4544.84,39
sudeste,SP,dracena,4538.05,27
sudeste,MG,tres coracoes,4493.83,41
sudeste,MG,extrema,4492.03,40
sudeste,RJ,vassouras,4491.8,37
sul,RS,alegrete,4483.77,35
sudeste,MG,sabara,4481.78,42
sudeste,MG,ouro branco,4479.13,42
sudeste,RJ,japeri,4458.27,34
sudeste,SP,nova odessa,4438.61,38
sul,RS,taquara,4427.54,21
sudeste,MG,mariana,4416.58,33
sudeste,MG,formiga,4407.94,32
sudeste,RJ,rio bonito,4402.01,28
sul,RS,campo bom,4394.71,36
sudeste,RJ,seropedica,4391.15,33
sudeste,MG,coronel fabriciano,4386.65,42
sudeste,SP,promissao,4369.85,32
nordeste,BA,santo antonio de jesus,4361.85,30
nordeste,CE,pacatuba,4317.98,5
sudeste,SP,sao joaquim da barra,4302.49,34
sul,SC,biguacu,4301.2,24
sudeste,SP,pereira barreto,4294.72,19
sul,PR,almirante tamandare,4255.69,35
sul,RS,santana do livramento,4248.23,20
sudeste,MG,passos,4247.28,43
sul,SC,timbo,4226.67,21
sudeste,MG,sao lourenco,4222.89,33
sudeste,SP,monte alegre do sul,4181.79,6
sul,SC,xanxere,4175.87,29
sudeste,SP,tiete,4142.82,36
norte,RO,ariquemes,4124.97,13
sudeste,SP,barra bonita,4122.43,29
nordeste,PE,garanhuns,4107.48,31
norte,PA,parauapebas,4092.06,27
nordeste,PE,trindade,4084.8,4
sudeste,MG,santa vitoria,4083.77,17
centro_oeste,MT,barra do garcas,4076.2,25
sudeste,MG,andradas,4070.31,12
sudeste,ES,aracruz,4064.07,40
nordeste,PI,parnaiba,4060.01,23
centro_oeste,MS,ponta pora,4038.51,18
nordeste,PB,patos,4036.65,16
norte,PA,abaetetuba,4028.57,11
sudeste,SP,orlandia,4027.32,28
sudeste,SP,alvares machado,4022.57,8
sudeste,MG,carmo do paranaiba,4008.64,16
sudeste,SP,santa fe do sul,3994.67,35
centro_oeste,MT,tangara da serra,3970.6,24
sudeste,RJ,valenca,3940.46,27
sul,PR,cambe,3930.67,27
sudeste,SP,itarare,3915.3,28
sudeste,MG,santa rita do sapucai,3910.7,35
sul,PR,campo largo,3894.89,37
nordeste,CE,russas,3843.87,9
sul,SC,imbituba,3798.45,33
sudeste,ES,guacui,3797.29,16
sudeste,SP,ituverava,3783.73,29
nordeste,PB,catole do rocha,3742.59,6
sudeste,SP,aparecida,3740.96,25
sudeste,MG,ipanema,3727.77,7
sudeste,SP,martinopolis,3708.09,8
sudeste,MG,piumhii,3707.31,28
sudeste,SP,cerqueira cesar,3701.52,18
sudeste,SP,guaira,3698.54,36
sudeste,SP,presidente venceslau,3691.89,25
sudeste,SP,sao pedro,3683.54,12
sul,RS,sapiranga,3660.6,25
nordeste,PE,camaragibe,3642.88,35
sul,RS,panambi,3640.99,17
sul,PR,marechal candido rondon,3638.56,31
norte,PA,castanhal,3628.62,21
sudeste,RJ,miguel pereira,3602.2,28
nordeste,PI,picos,3598.56,18
norte,PA,maraba,3597.17,22
sul,PR,laranjeiras do sul,3595.56,20
centro_oeste,GO,posse,3550.25,16
nordeste,CE,iguatu,3538.29,14
sul,SC,tijucas,3504.74,30
centro_oeste,GO,pires do rio,3500.83,12
centro_oeste,MT,alta floresta,3495.55,12
sudeste,MG,frutal,3474.85,26
sudeste,SP,guararapes,3471.33,20
sudeste,MG,januaria,3471.23,22
sudeste,RJ,casimiro de abreu,3458.33,20
sudeste,SP,ibiuna,3439.52,31
nordeste,BA,teixeira de freitas,3439.17,29
centro_oeste,GO,trindade,3425.57,24
nordeste,BA,campo formoso,3419.13,10
norte,RO,ji-parana,3412.04,17
sudeste,RJ,bom jesus do itabapoana,3405.91,20
sul,RS,dois irmaos,3398.76,17
centro_oeste,GO,mineiros,3379.3,25
sudeste,SP,itapolis,3363.99,28
centro_oeste,MT,sorriso,3342.75,20
sul,SC,indaial,3334.74,26
nordeste,BA,ipira,3332.68,7
sudeste,MG,espera feliz,3315.75,19
sudeste,ES,viana,3311.92,20
sudeste,SP,cerquilho,3299.91,30
sul,RS,sao luiz gonzaga,3298.01,15
sudeste,SP,cachoeira paulista,3292.0,25
sudeste,SP,ilhabela,3286.28,45
sudeste,SP,sao manuel,3278.99,21
centro_oeste,MT,nova xavantina,3274.69,10
sudeste,SP,campos do jordao,3273.0,26
sudeste,MG,monte carmelo,3269.13,24
sudeste,SP,serra negra,3267.53,14
sul,RS,trindade do sul,3266.99,4
sul,RS,ibiruba,3252.8,21
nordeste,MA,bacabal,3243.71,11
sul,SC,ituporanga,3225.16,15
sul,PR,mandaguacu,3222.0,4
sul,RS,farroupilha,3213.03,27
nordeste,BA,valente,3209.58,9
nordeste,CE,itapaje,3198.68,6
nordeste,SE,itabaiana,3185.67,16
sul,RS,gramado,3176.24,30
sudeste,SP,jales,3173.05,29
sul,RS,guapore,3153.15,18
sul,RS,cruz alta,3152.1,32
sudeste,MG,cambui,3133.74,22
nordeste,CE,crato,3128.56,19
sudeste,SP,quata,3119.56,12
sul,SC,camboriu,3118.18,28
sudeste,SP,porto feliz,3108.97,22
sudeste,MG,claudio,3092.97,22
sudeste,SP,aguas de lindoia,3092.59,22
sudeste,SP,capao bonito,3078.97,28
sudeste,SP,juquitiba,3073.87,21
sudeste,RJ,guapimirim,3067.16,22
sudeste,SP,barrinha,3036.93,20
nordeste,BA,ibotirama,3032.39,7
sul,SC,porto uniao,3023.65,14
sudeste,SP,garca,3013.41,28
nordeste,BA,cicero dantas,3010.05,10
sul,SC,santo amaro da imperatriz,3007.31,12
sul,PR,medianeira,3007.04,22
sudeste,MG,janauba,2990.16,17
sudeste,MG,buritizeiro,2987.99,9
sudeste,SP,macatuba,2984.64,12
sul,RS,santa rosa,2972.04,33
sul,SC,braco do norte,2962.47,20
sudeste,RJ,paraiba do sul,2949.57,18
sudeste,MG,congonhas,2938.61,30
sudeste,SP,ibitinga,2911.26,22
sudeste,ES,marataizes,2907.27,16
sudeste,SP,pedreira,2893.6,36
sudeste,SP,novo horizonte,2888.29,18
sudeste,SP,monte azul paulista,2887.91,19
sudeste,ES,alegre,2884.07,17
sul,SC,curitibanos,2878.94,20
nordeste,PE,cabo de santo agostinho,2877.95,21
sudeste,SP,santa isabel,2875.46,29
sudeste,MG,almenara,2872.15,14
sudeste,MG,alem paraiba,2870.56,28
sul,PR,matinhos,2862.15,27
sudeste,SP,mairinque,2860.12,25
sudeste,SP,piedade,2852.76,23
sul,PR,castro,2847.19,22
sudeste,SP,cunha,2845.12,14
nordeste,BA,bom jesus da lapa,2829.63,9
sudeste,RJ,quissama,2827.66,13
sudeste,SP,castilho,2822.21,10
sul,RS,encantado,2807.17,11
centro_oeste,MS,maracaju,2791.96,13
sul,RS,estancia velha,2782.1,20
sudeste,RJ,paraty,2780.77,19
norte,PA,rondon do para,2780.13,9
sudeste,RJ,parati,2779.7,13
nordeste,PE,escada,2768.33,11
sudeste,SP,paraguacu paulista,2766.8,20
sudeste,SP,piracaia,2764.83,22
sul,RS,venancio aires,2764.62,26
sudeste,MG,machado,2761.92,21
centro_oeste,MT,agua boa,2758.87,18
nordeste,BA,brumado,2748.75,22
nordeste,RN,pau dos ferros,2745.55,9
sudeste,SP,pirapora do bom jesus,2744.66,16
nordeste,RN,alto do rodrigues,2737.46,8
sul,RS,imbe,2727.95,13
nordeste,BA,itapetinga,2727.12,18
nordeste,RN,caico,2723.2,10
sudeste,SP,holambra,2719.2,23
sul,SC,fraiburgo,2715.57,14
sudeste,SP,rancharia,2713.19,22
nordeste,CE,aracati,2710.53,21
sudeste,SP,bariri,2706.45,15
sudeste,MG,espinosa,2705.09,6
sul,RS,tramandai,2703.52,25
sudeste,MG,santana do paraiso,2696.82,16
sul,SC,garopaba,2693.08,23
sudeste,MG,taiobeiras,2684.71,13
sudeste,MG,jacutinga,2670.82,18
sul,SC,itapiranga,2667.18,11
nordeste,PE,santa cruz do capibaribe,2664.87,13
sudeste,SP,ipero,2659.28,18
sudeste,SP,pederneiras,2657.17,20
norte,PA,pacaja,2651.06,6
sudeste,ES,venda nova do imigrante,2647.83,15
sudeste,RJ,natividade,2645.37,15
sudeste,MG,santa juliana,2622.39,9
sudeste,SP,santa cruz do rio pardo,2621.48,35
nordeste,CE,quixada,2620.67,12
sudeste,RJ,cordeiro,2604.86,24
sudeste,SP,tapiratiba,2601.22,12
nordeste,SE,estancia,2594.65,9
sudeste,MG,sao joao nepomuceno,2594.0,14
sudeste,MG,oliveira,2579.0,22
sul,PR,marialva,2573.17,16
sudeste,SP,presidente epitacio,2572.52,23
sudeste,MG,capelinha,2562.96,19
nordeste,BA,senhor do bonfim,2557.28,19
sul,RS,carlos barbosa,2554.79,19
sudeste,SP,monte alto,2549.01,33
sudeste,SP,taquarituba,2548.52,16
sul,RS,vacaria,2540.07,23
centro_oeste,MS,aparecida do taboado,2531.9,7
sudeste,MG,monte siao,2530.28,20
sul,RS,feliz,2523.43,14
sudeste,MG,pitangui,2517.23,22
sudeste,MG,ouro fino,2511.84,16
nordeste,BA,riachao do jacuipe,2502.4,5
nordeste,BA,dias d'avila,2493.44,24
sul,PR,missal,2490.76,7
sudeste,MG,araujos,2490.5,5
sudeste,MG,caete,2482.97,27
sudeste,MG,sao gotardo,2479.38,20
sudeste,MG,joao pinheiro,2475.31,16
centro_oeste,MT,paranatinga,2463.29,2
sudeste,MG,manhumirim,2461.78,16
sudeste,SP,bonfim paulista,2457.37,18
sul,PR,irati,2455.22,22
nordeste,PE,vitoria de santo antao,2455.15,15
sudeste,SP,piratininga,2449.18,9
sudeste,RJ,barra de sao joao,2440.85,13
sudeste,ES,nova venecia,2439.9,19
sudeste,MG,diamantina,2424.28,27
nordeste,PI,floriano,2424.02,18
nordeste,MA,codo,2419.82,8
sul,RS,canela,2418.63,17
sul,PR,dois vizinhos,2409.52,28
nordeste,CE,crateus,2407.76,9
sudeste,MG,coromandel,2403.93,25
sul,RS,quarai,2402.99,4
sudeste,MG,nanuque,2395.97,25
sul,RS,veranopolis,2394.04,18
nordeste,CE,tiangua,2377.09,9
nordeste,PE,abreu e lima,2376.95,11
sudeste,SP,cravinhos,2363.95,24
sul,RS,sao gabriel,2362.85,23
sudeste,SP,americo brasiliense,2360.1,17
sudeste,RJ,iguaba grande,2348.6,19
centro_oeste,GO,goiatuba,2347.44,10
centro_oeste,GO,ipameri,2320.55,13
sudeste,SP,socorro,2319.45,19
sul,SC,icara,2317.34,21
nordeste,PE,salgueiro,2315.95,17
sul,RS,santiago,2304.7,26
centro_oeste,MT,querencia,2302.62,10
sudeste,SP,ilha solteira,2299.44,24
sul,SC,penha,2298.09,17
sudeste,MG,tres pontas,2293.71,20
nordeste,SE,nossa senhora do socorro,2282.92,14
sudeste,SP,rio grande da serra,2264.3,26
sudeste,MG,brumadinho,2258.23,26
sul,RS,cruzeiro do sul,2247.89,4
nordeste,PE,ouricuri,2246.86,8
sul,SC,ararangua,2246.55,18
centro_oeste,MT,comodoro,2245.02,7
sudeste,SP,itaporanga,2237.28,12
sudeste,RJ,paty do alferes,2234.66,13
sul,PR,cornelio procopio,2234.17,24
centro_oeste,GO,aguas lindas de goias,2219.91,24
norte,PA,novo progresso,2219.01,5
sudeste,RJ,pirai,2218.16,15
nordeste,CE,eusebio,2217.51,13
sul,RS,estrela,2217.15,16
sudeste,ES,piuma,2216.18,17
centro_oeste,GO,inhumas,2210.83,16
sudeste,SP,laranjal paulista,2209.33,17
norte,RO,vilhena,2207.95,18
sudeste,MG,bambui,2206.67,18
nordeste,BA,mucuri,2203.67,7
sul,SC,laguna,2202.73,14
nordeste,PB,pianco,2200.0,1
norte,PA,nova esperanca do piria,2199.0,1
